country,year,month,temperature_celsius,wind_kph,precip_mm,humidity,pressure_mb,uv_index
Andorra,2025,4,7.21,8.566666666666666,5.97,63.7,1014.0333333333333,2.7866666666666666
Andorra,2025,5,11.038709677419355,7.558064516129032,4.07,54.87096774193548,1015.8709677419355,3.512903225806452
Andorra,2025,6,21.09333333333333,8.026666666666667,1.3800000000000001,43.03333333333333,1020.3666666666667,4.416666666666667
Andorra,2025,7,19.07741935483871,7.658064516129032,2.67,50.41935483870968,1018.1612903225806,3.629032258064516
Andorra,2025,8,20.793548387096774,6.296774193548386,2.02,44.96774193548387,1018.8387096774194,2.174193548387097
Andorra,2025,9,13.860000000000001,7.056666666666667,1.09,62.833333333333336,1020.1333333333333,1.0633333333333332
Andorra,2025,10,9.35483870967742,5.861290322580645,0.81,63.806451612903224,1018.8709677419355,0.3290322580645161
Andorra,2025,11,-0.36666666666666664,8.773333333333333,4.47,79.2,1018.1,0.05333333333333334
Andorra,2025,12,-2.8677419354838714,6.767741935483871,3.54,80.87096774193549,1018.8387096774194,0.0
Andorra,2026,1,-5.51,8.316666666666666,5.41,86.76666666666667,1012.3,0.0
Andorra,2026,2,-3.0333333333333337,6.533333333333332,0.05,95.16666666666667,1001.6666666666666,0.0
Angola,2024,5,29.08823529411765,19.594117647058823,0.0,69.76470588235294,1009.4705882352941,8.0
Angola,2024,6,26.55,19.243333333333332,0.0,68.33333333333333,1011.0333333333333,7.566666666666666
Angola,2024,7,24.475862068965515,15.827586206896552,0.0,67.0,1013.8965517241379,7.0344827586206895
Angola,2024,8,24.458064516129035,14.687096774193549,0.0,67.83870967741936,1013.5806451612904,7.0
Angola,2024,9,25.956666666666667,12.473333333333333,0.02,68.03333333333333,1013.4666666666667,6.966666666666667
Angola,2024,10,26.251612903225805,9.348387096774195,0.27,73.58064516129032,1013.6451612903226,5.906451612903226
Angola,2024,11,27.296666666666667,7.6033333333333335,0.8600000000000001,76.1,1012.3333333333334,5.28
Angola,2024,12,27.758064516129032,9.529032258064515,5.73,76.96774193548387,1011.6451612903226,6.554838709677419
Angola,2025,1,29.38064516129032,8.135483870967741,1.72,67.19354838709677,1011.2903225806451,8.587096774193547
Angola,2025,2,29.264285714285712,8.407142857142857,1.78,69.75,1010.6428571428571,8.982142857142858
Angola,2025,3,29.548387096774192,6.077419354838709,0.2,69.41935483870968,1011.1612903225806,7.445161290322581
Angola,2025,4,28.626666666666665,7.923333333333333,3.0900000000000003,73.93333333333334,1011.2333333333333,5.533333333333333
Angola,2025,5,27.861290322580647,7.583870967741936,1.29,76.7741935483871,1012.9677419354839,4.416129032258064
Angola,2025,6,25.203333333333333,6.116666666666666,0.01,75.26666666666667,1015.0666666666667,3.2800000000000002
Angola,2025,7,22.293548387096774,6.880645161290323,0.0,74.80645161290323,1017.3225806451613,2.1806451612903226
Angola,2025,8,21.019354838709678,6.038709677419354,0.030000000000000002,79.38709677419355,1016.8064516129032,1.6741935483870967
Angola,2025,9,22.696666666666665,4.873333333333333,0.09,79.53333333333333,1015.5,1.51
Angola,2025,10,24.612903225806452,7.416129032258064,0.6000000000000001,79.70967741935483,1013.6774193548387,1.6451612903225807
Angola,2025,11,26.14,7.093333333333333,1.13,78.26666666666667,1012.6666666666666,2.0100000000000002
Angola,2025,12,25.77741935483871,8.54516129032258,0.14,80.41935483870968,1011.1935483870968,1.7870967741935484
Angola,2026,1,26.016666666666666,8.1,0.05,79.66666666666667,1011.4,1.7066666666666668
Angola,2026,2,25.633333333333336,9.9,0.02,80.5,1012.5,1.4666666666666668
Antigua and Barbuda,2024,5,29.41176470588235,16.241176470588233,1.6600000000000001,72.82352941176471,1015.8235294117648,6.0588235294117645
Antigua and Barbuda,2024,6,29.92758620689655,16.368965517241378,1.22,72.34482758620689,1015.6551724137931,5.482758620689655
Antigua and Barbuda,2024,7,28.675,21.657142857142855,3.0,76.85714285714286,1016.4285714285714,6.107142857142857
Antigua and Barbuda,2024,8,28.774193548387096,20.03548387096774,3.6100000000000003,76.41935483870968,1015.0967741935484,6.064516129032258
Antigua and Barbuda,2024,9,27.709999999999997,15.706666666666667,3.69,81.46666666666667,1012.3666666666667,5.233333333333333
Antigua and Barbuda,2024,10,27.72258064516129,19.73548387096774,2.66,77.0,1011.8064516129032,0.2903225806451613
Antigua and Barbuda,2024,11,26.389655172413793,19.282758620689656,4.36,83.82758620689656,1010.8965517241379,0.0
Antigua and Barbuda,2024,12,25.606451612903225,26.02258064516129,5.29,76.7741935483871,1013.8709677419355,0.0
Antigua and Barbuda,2025,1,24.436666666666667,27.83,2.08,80.8,1015.6,0.013333333333333334
Antigua and Barbuda,2025,2,24.67142857142857,33.371428571428574,6.09,75.85714285714286,1015.8571428571429,0.0
Antigua and Barbuda,2025,3,24.506451612903227,25.55483870967742,1.8499999999999999,78.74193548387096,1014.4193548387096,0.0
Antigua and Barbuda,2025,4,24.946666666666665,28.60666666666667,1.46,79.46666666666667,1014.1333333333333,0.0
Antigua and Barbuda,2025,5,26.129032258064516,28.225806451612904,1.18,82.19354838709677,1014.6774193548387,0.0
Antigua and Barbuda,2025,6,26.8,31.376666666666665,1.43,76.76666666666667,1016.9333333333333,0.0
Antigua and Barbuda,2025,7,26.81935483870968,29.5258064516129,5.5,79.48387096774194,1016.2258064516129,0.0
Antigua and Barbuda,2025,8,27.62258064516129,24.458064516129035,2.4699999999999998,79.29032258064517,1014.3548387096774,0.0
Antigua and Barbuda,2025,9,27.02,21.663333333333334,5.37,81.53333333333333,1013.2333333333333,0.0
Antigua and Barbuda,2025,10,26.719354838709677,23.345161290322583,10.61,83.09677419354838,1011.6129032258065,0.0
Antigua and Barbuda,2025,11,26.026666666666664,26.08,2.2800000000000002,80.23333333333333,1013.5333333333333,0.04
Antigua and Barbuda,2025,12,25.038709677419355,26.016129032258064,2.64,76.09677419354838,1014.0,0.0
Antigua and Barbuda,2026,1,24.456666666666667,25.423333333333336,4.51,79.6,1014.8,0.0
Antigua and Barbuda,2026,2,24.116666666666664,21.650000000000002,0.1,81.0,1015.6666666666666,0.0
Argentina,2024,5,11.235294117647058,11.258823529411766,0.02,75.6470588235294,1022.7647058823529,4.176470588235294
Argentina,2024,6,13.55,12.723333333333333,1.35,79.43333333333334,1015.7666666666667,4.9
Argentina,2024,7,6.796428571428572,8.425,0.0,78.32142857142857,1025.107142857143,3.857142857142857
Argentina,2024,8,9.764516129032257,12.30967741935484,6.359999999999999,84.83870967741936,1019.5806451612904,4.258064516129032
Argentina,2024,9,12.383333333333333,11.506666666666666,0.44,82.06666666666666,1015.8,3.9
Argentina,2024,10,14.780645161290321,10.006451612903225,0.78,84.38709677419355,1015.3225806451613,0.3870967741935484
Argentina,2024,11,17.709999999999997,10.686666666666667,1.6,83.9,1013.3,0.29
Argentina,2024,12,17.838709677419356,12.019354838709678,1.6,74.61290322580645,1013.5806451612904,0.5806451612903226
Argentina,2025,1,21.716666666666665,9.993333333333334,0.09,77.33333333333333,1012.4333333333333,0.45666666666666667
Argentina,2025,2,21.567857142857143,10.032142857142857,4.710000000000001,81.85714285714286,1011.2142857142857,0.18571428571428572
Argentina,2025,3,18.551612903225806,8.996774193548386,8.15,88.58064516129032,1015.0,0.0064516129032258064
Argentina,2025,4,13.693333333333333,8.993333333333334,0.61,87.46666666666667,1017.4666666666667,0.0
Argentina,2025,5,13.296774193548387,8.69032258064516,6.109999999999999,89.61290322580645,1016.741935483871,0.0
Argentina,2025,6,7.88,9.646666666666667,0.43000000000000005,81.23333333333333,1018.6,0.0
Argentina,2025,7,8.98709677419355,9.01290322580645,3.61,86.12903225806451,1022.258064516129,0.0
Argentina,2025,8,10.277419354838708,10.509677419354839,2.4499999999999997,84.6774193548387,1019.3548387096774,0.0
Argentina,2025,9,11.093333333333334,9.753333333333334,1.81,87.5,1017.6666666666666,0.0
Argentina,2025,10,14.990322580645161,10.870967741935484,10.75,80.41935483870968,1016.258064516129,0.0
Argentina,2025,11,15.816666666666666,9.533333333333333,7.1000000000000005,83.86666666666666,1013.3,0.0
Argentina,2025,12,20.01290322580645,11.061290322580644,0.14,78.51612903225806,1008.4193548387096,0.0
Argentina,2026,1,20.959999999999997,12.576666666666666,0.22,76.0,1012.5666666666667,0.0
Argentina,2026,2,21.683333333333334,10.216666666666667,0.01,79.5,1008.0,0.0
Armenia,2024,5,22.823529411764707,10.617647058823529,3.7600000000000002,33.8235294117647,1013.5294117647059,5.0
Armenia,2024,6,31.30666666666667,12.54,3.48,20.7,1010.2666666666667,6.8
Armenia,2024,7,31.858620689655172,10.851724137931035,1.29,29.17241379310345,1005.5172413793103,7.206896551724138
Armenia,2024,8,34.13225806451613,8.174193548387096,0.08,22.193548387096776,1007.1935483870968,8.096774193548388
Armenia,2024,9,27.65666666666667,8.326666666666666,0.76,28.966666666666665,1013.9,6.6
Armenia,2024,10,18.35483870967742,8.383870967741935,1.7499999999999998,36.903225806451616,1018.258064516129,3.958064516129032
Armenia,2024,11,10.886666666666667,6.45,1.26,49.53333333333333,1020.9666666666667,2.15
Armenia,2024,12,4.696774193548387,4.941935483870967,1.23,55.74193548387097,1023.1612903225806,1.2935483870967743
Armenia,2025,1,3.3548387096774195,3.903225806451613,0.0,53.67741935483871,1026.3225806451612,1.7258064516129032
Armenia,2025,2,3.5392857142857146,5.667857142857143,1.58,48.17857142857143,1019.1428571428571,2.439285714285714
Armenia,2025,3,14.51290322580645,5.612903225806452,3.54,32.38709677419355,1019.0322580645161,4.658064516129032
Armenia,2025,4,17.06,9.94,1.26,42.8,1014.9666666666667,6.0
Armenia,2025,5,23.58709677419355,9.245161290322581,2.0300000000000002,34.83870967741935,1014.0967741935484,8.503225806451614
Armenia,2025,6,27.43,8.286666666666667,0.33,23.866666666666667,1012.7,9.9
Armenia,2025,7,31.129032258064516,6.687096774193549,0.13,27.096774193548388,1010.3548387096774,9.838709677419354
Armenia,2025,8,31.019354838709678,8.67741935483871,0.05,28.096774193548388,1012.3548387096774,8.64516129032258
Armenia,2025,9,23.583333333333332,8.68,0.36,35.53333333333333,1015.3666666666667,5.593333333333334
Armenia,2025,10,16.938709677419357,6.303225806451613,0.4,52.74193548387097,1019.1935483870968,2.925806451612903
Armenia,2025,11,8.52,4.166666666666667,0.01,59.43333333333333,1026.3,1.6333333333333333
Armenia,2025,12,1.7032258064516128,3.8806451612903223,0.7000000000000001,82.38709677419355,1020.4193548387096,0.9064516129032258
Armenia,2026,1,-3.9866666666666664,4.193333333333333,1.0,81.53333333333333,1021.8,1.1933333333333331
Armenia,2026,2,1.0,4.016666666666667,0.27999999999999997,83.0,1017.8333333333334,1.05
Australia,2024,5,3.8666666666666667,6.446666666666667,0.22,92.0,1025.8,1.0
Australia,2024,6,3.978125,8.64375,0.66,90.5625,1018.9375,1.0
Australia,2024,7,4.403448275862069,10.458620689655174,2.44,89.82758620689656,1022.1379310344828,1.0
Australia,2024,8,7.738709677419355,10.861290322580645,10.23,86.09677419354838,1020.8387096774194,1.0
Australia,2024,9,10.606666666666666,11.486666666666668,0.6,64.03333333333333,1020.8333333333334,1.0
Australia,2024,10,11.23225806451613,11.435483870967742,0.08,70.87096774193549,1018.7096774193549,0.2903225806451613
Australia,2024,11,17.373333333333335,12.496666666666666,3.6,65.1,1015.6333333333333,0.13333333333333333
Australia,2024,12,17.074193548387097,10.125806451612902,2.27,67.70967741935483,1012.1935483870968,0.0
Australia,2025,1,18.970967741935485,12.361290322580645,1.6900000000000002,73.70967741935483,1014.6451612903226,0.03225806451612903
Australia,2025,2,20.724999999999998,10.367857142857144,0.95,67.39285714285714,1015.75,0.0
Australia,2025,3,19.861290322580647,13.32258064516129,0.54,69.03225806451613,1019.6774193548387,0.0
Australia,2025,4,16.113333333333333,8.95,1.71,63.233333333333334,1019.1666666666666,0.0
Australia,2025,5,11.029032258064515,8.583870967741936,1.36,73.7741935483871,1023.5483870967741,0.04516129032258064
Australia,2025,6,5.676666666666667,7.8133333333333335,0.49,79.5,1019.4,0.0
Australia,2025,7,7.951612903225806,12.996774193548386,7.330000000000001,77.48387096774194,1014.516129032258,0.0
Australia,2025,8,10.183870967741935,11.290322580645162,1.02,67.06451612903226,1020.5806451612904,0.0064516129032258064
Australia,2025,9,14.233333333333333,14.326666666666666,15.03,54.3,1016.9666666666667,0.11333333333333333
Australia,2025,10,18.451612903225808,13.509677419354839,1.05,47.516129032258064,1013.1612903225806,0.39354838709677425
Australia,2025,11,21.45,16.853333333333335,0.22999999999999998,37.833333333333336,1007.9666666666667,1.0366666666666666
Australia,2025,12,26.01290322580645,17.96451612903226,13.309999999999999,32.54838709677419,1011.4193548387096,1.4548387096774194
Australia,2026,1,28.470000000000002,20.06,0.36,36.56666666666667,1010.7333333333333,1.3233333333333335
Australia,2026,2,29.366666666666664,18.816666666666666,0.0,20.666666666666668,1016.5,1.9833333333333334
Austria,2024,5,20.647058823529413,16.535294117647055,2.13,60.76470588235294,1012.5294117647059,4.882352941176471
Austria,2024,6,24.936666666666667,17.823333333333334,3.02,53.43333333333333,1013.1333333333333,6.2
Austria,2024,7,28.482142857142858,14.639285714285716,0.68,41.07142857142857,1014.4642857142857,7.178571428571429
Austria,2024,8,29.43548387096774,13.922580645161291,0.48,43.32258064516129,1014.4516129032259,7.354838709677419
Austria,2024,9,20.09333333333333,19.1,12.639999999999999,60.1,1014.7333333333333,5.3
Austria,2024,10,13.583870967741934,12.948387096774193,0.6799999999999999,73.48387096774194,1020.0322580645161,2.009677419354839
Austria,2024,11,5.87,12.106666666666666,0.9,72.63333333333334,1023.2,0.62
Austria,2024,12,4.377419354838709,12.248387096774193,1.17,73.41935483870968,1023.1935483870968,0.5935483870967742
Austria,2025,1,3.351612903225807,12.73225806451613,1.02,76.70967741935483,1019.6774193548387,0.7193548387096774
Austria,2025,2,2.6392857142857147,12.971428571428572,0.11,64.53571428571429,1027.142857142857,1.1535714285714285
Austria,2025,3,9.125806451612902,11.016129032258064,2.04,64.03225806451613,1016.3870967741935,1.7161290322580647
Austria,2025,4,13.806666666666667,15.139999999999999,2.17,61.7,1017.1,2.89
Austria,2025,5,14.906451612903227,12.019354838709678,3.12,62.806451612903224,1015.9354838709677,3.141935483870968
Austria,2025,6,22.98,12.139999999999999,4.359999999999999,55.2,1019.7,4.739999999999999
Austria,2025,7,22.529032258064515,13.393548387096773,4.33,60.645161290322584,1014.0967741935484,3.9387096774193546
Austria,2025,8,21.4741935483871,11.36774193548387,0.8200000000000001,59.96774193548387,1016.741935483871,3.1516129032258067
Austria,2025,9,16.77,11.826666666666666,1.1400000000000001,75.43333333333334,1019.0333333333333,1.3666666666666667
Austria,2025,10,10.187096774193549,13.306451612903226,0.89,76.87096774193549,1017.483870967742,0.3838709677419355
Austria,2025,11,4.0,10.283333333333333,3.43,86.9,1016.2,0.11000000000000001
Austria,2025,12,1.5419354838709676,8.603225806451613,2.1900000000000004,93.51612903225806,1021.516129032258,0.0
Austria,2026,1,-2.03,11.020000000000001,1.24,83.23333333333333,1010.8333333333334,0.010000000000000002
Austria,2026,2,0.2833333333333332,11.700000000000001,0.16,91.83333333333333,1004.0,0.05000000000000001
Azerbaijan,2024,5,20.88235294117647,21.28235294117647,0.2,51.705882352941174,1016.1764705882352,5.352941176470588
Azerbaijan,2024,6,28.766666666666666,21.84333333333333,0.07,47.13333333333333,1009.9,6.966666666666667
Azerbaijan,2024,7,30.5,24.28965517241379,0.35000000000000003,46.06896551724138,1007.3103448275862,7.172413793103448
Azerbaijan,2024,8,30.61935483870968,22.809677419354838,0.12,44.41935483870968,1009.2258064516129,7.387096774193548
Azerbaijan,2024,9,26.855172413793102,23.379310344827587,0.0,45.793103448275865,1015.0,6.448275862068965
Azerbaijan,2024,10,19.04516129032258,21.4,2.26,66.7741935483871,1018.3225806451613,3.1193548387096777
Azerbaijan,2024,11,13.28,24.066666666666666,1.2,71.26666666666667,1020.7666666666667,1.6900000000000002
Azerbaijan,2024,12,9.48709677419355,21.80322580645161,1.17,72.16129032258064,1022.1612903225806,0.7838709677419355
Azerbaijan,2025,1,9.3,22.406451612903226,0.07,72.03225806451613,1024.3548387096773,1.2967741935483872
Azerbaijan,2025,2,5.121428571428572,27.00357142857143,0.46,74.10714285714286,1022.6071428571429,1.4607142857142856
Azerbaijan,2025,3,13.061290322580646,26.845161290322583,0.1,60.38709677419355,1019.483870967742,3.958064516129032
Azerbaijan,2025,4,17.003333333333334,24.59,3.29,60.5,1015.3,5.5600000000000005
Azerbaijan,2025,5,23.048387096774192,24.593548387096774,0.0,52.516129032258064,1013.7096774193549,7.948387096774193
Azerbaijan,2025,6,26.543333333333333,25.483333333333334,0.0,50.766666666666666,1011.9666666666667,8.986666666666668
Azerbaijan,2025,7,31.383870967741935,22.903225806451612,0.0,46.16129032258065,1008.741935483871,9.125806451612902
Azerbaijan,2025,8,31.69677419354839,20.43548387096774,0.54,44.67741935483871,1011.5806451612904,8.116129032258064
Azerbaijan,2025,9,24.37666666666667,23.290000000000003,1.4400000000000002,58.0,1015.2333333333333,4.496666666666667
Azerbaijan,2025,10,20.46451612903226,20.496774193548386,0.5700000000000001,64.87096774193549,1017.2258064516129,2.8225806451612905
Azerbaijan,2025,11,16.323333333333334,17.790000000000003,0.41000000000000003,72.06666666666666,1023.1666666666666,1.5133333333333332
Azerbaijan,2025,12,9.925806451612903,23.41290322580645,6.07,74.61290322580645,1019.9032258064516,0.6483870967741936
Azerbaijan,2026,1,6.546666666666667,27.529999999999998,0.82,76.83333333333333,1018.8333333333334,0.87
Azerbaijan,2026,2,5.666666666666667,25.483333333333334,0.14,82.83333333333333,1017.6666666666666,1.0
Bahamas,2024,5,28.764705882352942,13.829411764705881,0.5499999999999999,73.6470588235294,1015.7647058823529,6.352941176470588
Bahamas,2024,6,28.548275862068966,16.713793103448275,4.75,78.48275862068965,1016.1379310344828,6.379310344827586
Bahamas,2024,7,29.0,14.735714285714286,1.72,77.17857142857143,1018.25,6.464285714285714
Bahamas,2024,8,28.42258064516129,16.5258064516129,6.1899999999999995,78.90322580645162,1016.6129032258065,6.32258064516129
Bahamas,2024,9,27.62,13.253333333333334,1.35,85.16666666666667,1013.3666666666667,4.066666666666666
Bahamas,2024,10,26.803333333333335,26.923333333333336,0.27,77.53333333333333,1014.3666666666667,0.3
Bahamas,2024,11,24.555172413793105,24.848275862068967,4.65,76.20689655172414,1014.7586206896551,0.0
Bahamas,2024,12,22.64516129032258,26.758064516129032,0.0,79.09677419354838,1018.9677419354839,0.0
Bahamas,2025,1,20.19,20.64,0.0,79.7,1019.7333333333333,0.0
Bahamas,2025,2,20.900000000000002,21.557142857142857,0.0,87.21428571428571,1019.0357142857143,0.0
Bahamas,2025,3,20.08709677419355,23.635483870967743,1.56,82.2258064516129,1016.741935483871,0.0
Bahamas,2025,4,23.026666666666664,24.40666666666667,0.0,74.03333333333333,1018.3666666666667,0.0
Bahamas,2025,5,25.266666666666666,22.363333333333333,0.0,81.96666666666667,1016.5666666666667,0.0
Bahamas,2025,6,27.003333333333334,22.836666666666666,0.0,80.26666666666667,1018.7,0.0
Bahamas,2025,7,27.03548387096774,20.793548387096774,0.0,83.2258064516129,1018.258064516129,0.0
Bahamas,2025,8,27.90967741935484,18.43548387096774,4.04,82.03225806451613,1016.2903225806451,0.0
Bahamas,2025,9,26.683333333333334,17.959999999999997,10.85,88.7,1013.1,0.0
Bahamas,2025,10,25.94516129032258,22.538709677419355,0.0,83.7741935483871,1012.483870967742,0.0
Bahamas,2025,11,22.833333333333332,21.033333333333335,7.92,80.93333333333334,1017.8,0.0
