last_updated,latitude,longitude,last_updated_epoch,temperature_celsius,wind_kph,wind_degree,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_mph,gust_kph,air_quality_Carbon_Monoxide,air_quality_Ozone,air_quality_Nitrogen_dioxide,air_quality_Sulphur_dioxide,air_quality_PM2.5,air_quality_PM10,air_quality_us-epa-index,air_quality_gb-defra-index,moon_illumination,year,month,day,hour
2025-03-31,19.110842724714452,22.102420609170665,1742118281.9731832,0.6315860606530481,0.0032665632437030565,161.620427081609,0.506129169970116,0.0031033204917909436,0.634125989412484,39.33057440821056,20.586310213540802,0.3001148402582354,0.20865903036814892,11.188064889918888,18.00604204601887,567.0379266677703,65.64658169177288,19.33190134083761,13.145162886939248,32.15178993544115,67.72527230590961,2.0147326601556035,3.420129117695746,50.261380566131436,2025.0,3.0,16.004138387684158,11.111570931964906
2025-04-30,19.107268717948717,22.08899076923077,1744751157.5384614,0.6552539218868333,0.003278948529658085,164.4071794871795,0.502006297795771,0.00306611790986791,0.6227280655852083,38.46564102564103,22.81948717948718,0.30476068376068377,0.2273189659692727,11.082923076923077,17.837982905982905,512.5441241025642,66.18752136752137,16.94243658119658,11.144553675213675,28.506777435897433,64.93643145299146,1.8716239316239316,3.011794871794872,52.46239316239316,2025.0,4.0,15.5,11.092991452991454
2025-05-31,19.113303484320557,22.393930379956863,1747384640.2190144,0.6722506106487053,0.003285940842009489,171.76290028206404,0.4996924865673388,0.0034857739289359496,0.6294582541827083,38.00464576074332,24.52029201924672,0.30505744980919197,0.2340856737727262,11.153177368508379,17.95216525634644,489.0052010950722,64.78496764559482,15.57305425584868,10.935305956528953,28.29721718931475,68.32709888833583,1.830927492948399,2.936618549858968,51.32453957192633,2025.0,5.0,15.988385598141695,10.810851169736187
2025-06-30,19.09776199110503,22.076632141635308,1750020911.4950392,0.6931406089633938,0.0034353665974685586,179.08176530961342,0.5017285773448328,0.0029091051638519996,0.6222622131302058,36.34912760862128,26.322340061580565,0.30422136931235033,0.252224267445204,11.464556962025316,18.453181662675334,477.68804533014026,66.14642490591858,14.816639924734861,11.1398634964078,27.3498862470065,59.552183031132394,1.8212452959288403,2.845535408826548,51.83595620937393,2025.0,6.0,15.501881628463908,10.796613068764968
2025-07-31,19.093712363455808,22.079371929824564,1752655249.1559086,0.6974434234619269,0.003327755403574716,182.72509102946043,0.49508826684387186,0.00404338976909111,0.6429736740773767,38.87686196623635,26.79150943396226,0.3025571002979146,0.23286178752820236,11.288530287984111,18.168768619662362,479.8789500165508,60.98692485931811,16.581163522012577,11.009962429659053,25.887279543197618,51.88181065872228,1.7638199271764317,2.712843429328037,50.19447202912943,2025.0,7.0,15.999172459450513,10.455974842767295
2025-08-31,19.20528869953673,21.858629930509593,1755332094.0436797,0.6899500707888984,0.0030580077762847203,177.05873593646592,0.5007613341759424,0.003325674849086497,0.655053417793325,37.29880873593647,26.160572468563863,0.3034450488087359,0.21297702330151486,10.511052283256122,16.918398411647917,500.52017620780936,56.96277299801456,17.91680294506949,10.611385506287228,26.72843696227664,52.91837673726009,1.7873924553275977,2.7397418927862343,49.33322303110523,2025.0,8.0,15.998841826604897,10.245698213103905
2025-09-30,19.383090593466736,21.44617143834445,1757966097.0754232,0.6730622433228768,0.0029481678739746216,169.61176671797503,0.5077817684282533,0.0032862536991256847,0.6849422170099441,38.384641696596546,24.749905934667353,0.30351943304258594,0.18133361872954615,10.233316230545578,16.471130494270565,524.8591183512913,52.239439028561655,19.56199367196853,10.831016760732,25.109690097485892,44.25654797331965,1.7523516333162306,2.6663246109115786,48.185052163502654,2025.0,9.0,15.49666495638789,9.95553275183855
2025-10-31,19.384672236929188,21.405182908669754,1760600493.911317,0.6414211394918279,0.002816312621708498,170.29367968232958,0.5069726765623519,0.0031067938651906223,0.7045020192060939,40.993712772998016,21.806833223031106,0.29964944573130375,0.14117331795869148,10.226687624090006,16.460886829913964,317.12764377895434,47.572137657180676,13.309625909993382,7.711743712772998,16.25636647915288,27.106531932495034,1.4215751158173395,1.9070152217074785,47.707809397749834,2025.0,10.0,15.99867637326274,9.622931833223031
2025-11-30,19.388301555289694,21.373991642454282,1763235332.0970774,0.6097183430723733,0.002662806082545118,164.60724662450863,0.5104416313386436,0.00323840654019256,0.7199187998562953,40.9955563151598,18.929618868569474,0.2849037557682447,0.1125160294554022,10.371560417022732,16.692992650828916,341.25465663989064,44.34643650658007,13.545068535293112,8.324268672021876,17.864996752691848,27.72220064946163,1.4896598871987694,2.071098957443172,46.95436677491027,2025.0,11.0,15.498718167834559,9.238078960861392
2025-12-31,19.377997485525228,21.518251100082715,1765869562.9280398,0.5829395567002754,0.0028117384695649414,158.38560794044665,0.5127073266292277,0.002635144873048099,0.748999848078189,44.71166253101737,16.481439205955336,0.2751721464019851,0.09865375735156064,10.946302729528535,17.61758478081059,341.5966147229115,42.557650951199335,13.513157320099255,9.808376509511993,20.790212737799834,35.07805392886684,1.5998345740281223,2.3526881720430106,48.45690653432589,2025.0,12.0,16.0,9.097601323407774
2026-01-31,19.315310275732145,21.855827042301765,1768538869.5495803,0.5634639189561244,0.0030094488636964664,161.04127419078608,0.5037413708959843,0.0028268399658513545,0.7310711576975369,43.05480390477822,14.586898441513958,0.276392040589142,0.10605228015134115,11.493252269224183,18.497687960267168,337.9587103956157,45.80733002226409,13.30861620140435,9.283218016783696,21.067205000856312,39.62836273334475,1.6007878061311869,2.370782668265114,51.82976537078267,2026.0,1.0,15.897071416338415,9.098647028600787
2026-02-28,19.321804023972604,21.7046783390411,1770145247.7739725,0.5700483353563378,0.003046505729208131,153.71917808219177,0.4977211865279633,0.002373707645807389,0.7301859099804304,44.727739726027394,15.146660958904109,0.2820232234589041,0.11792482561559794,11.526797945205479,18.552140410958906,316.99555821917806,46.898972602739725,12.23691095890411,7.731345890410958,19.545729452054793,35.983315068493155,1.5522260273972603,2.2243150684931505,94.0582191780822,2026.0,2.0,3.4982876712328768,8.89640410958904
