country,location_name,latitude,longitude,temperature_celsius,condition_text,wind_kph,pressure_mb,precip_mm,humidity,cloud,feels_like_celsius,visibility_km,uv_index,gust_kph,air_quality_us-epa-index,sunrise,sunset,Year,Month
Macedonia,Skopje,0.6963136688916952,0.11876826554256999,0.26422764227642404,Moderate rain,0.0,0.4339622641509422,0.0035945363048166794,0.8762886597938147,1.0,0.23046875,0.28125,0.1875,0.042422044960116034,0.0,05:13 AM,07:50 PM,2024,5
Norway,Oslo,0.9956568511502663,0.05600502576054884,0.36585365853659013,Sunny,0.034996276991809384,0.4433962264150928,0.0,0.47422680412371143,0.0,0.3515625,0.3125,0.3125,0.03770848440899203,0.0,04:36 AM,09:52 PM,2024,5
Oman,Muscat,0.38911940986629784,0.33714672905379717,0.6707317073170778,Sunny,0.057706626954579315,0.33018867924528195,0.0,0.5463917525773196,0.0,0.7109375,0.3125,0.5,0.08230601885424223,0.39999999999999997,05:23 AM,06:41 PM,2024,5
Pakistan,Islamabad,0.5576669940732724,0.4228291294303766,0.7764227642276431,Sunny,0.03090096798212956,0.32075471698113134,0.0,0.1237113402061856,0.02,0.73046875,0.3125,0.5625,0.03662073966642495,0.19999999999999996,05:06 AM,07:02 PM,2024,5
Palau,Meyungs,0.11750556257141138,0.7829537861571796,0.6300813008130071,Partly cloudy,0.02829486224869694,0.32075471698113134,0.0003594536304816679,0.7422680412371135,0.75,0.744140625,0.71875,0.0625,0.05112400290065265,0.0,05:45 AM,06:12 PM,2024,5
Philippines,Manila,0.23861259780437122,0.7037945314882822,0.7113821138211378,Partly cloudy,0.0,0.31132075471698073,0.0,0.5463917525773196,0.5,0.806640625,0.3125,0.5,0.021754894851341557,0.19999999999999996,05:28 AM,06:17 PM,2024,5
Poland,Warsaw,0.8675339600831212,0.11624128116932382,0.36585365853659013,Sunny,0.10201042442293372,0.4433962264150928,0.0,0.3195876288659794,0.0,0.3515625,0.3125,0.3125,0.09970993473531548,0.0,04:39 AM,08:27 PM,2024,5
Qatar,Doha,0.4171828332030389,0.2956571716698019,0.7520325203251979,Sunny,0.057706626954579315,0.33018867924528195,0.0,0.3505154639175258,0.0,0.765625,0.3125,0.5625,0.09898477157360408,0.19999999999999996,04:48 AM,06:12 PM,2024,5
Romania,Bucharest,0.7369054062180528,0.14621249117759236,0.36585365853659013,Sunny,0.057706626954579315,0.4622641509433958,0.0,0.23711340206185572,0.0,0.3515625,0.3125,0.3125,0.0681653372008702,0.0,05:47 AM,08:38 PM,2024,5
Russia,Moscow,0.9259994253679984,0.21391216554921066,0.36585365853659013,Sunny,0.057706626954579315,0.4622641509433958,0.0,0.4020618556701032,0.0,0.3515625,0.3125,0.25,0.08230601885424223,0.0,04:15 AM,08:37 PM,2024,5
San Marino,San Marino,0.7285531968916418,0.06599542909663834,0.36585365853659013,Overcast,0.0,0.31132075471698073,0.021567217828900073,0.8762886597938147,1.0,0.3515625,0.3125,0.25,0.00580130529369108,0.0,05:43 AM,08:31 PM,2024,5
Belgium,'S Gravenstaffel,0.8446489065287551,0.010343005806775022,0.2845528455284594,Light rain,0.034996276991809384,0.28301886792452713,0.0010783608914450037,0.9381443298969074,0.75,0.251953125,0.125,0.1875,0.055837563451776664,0.0,05:57 AM,09:33 PM,2024,5
Saudi Arabia,Riyadh,0.4063249610787046,0.26768404232875126,0.7926829268292686,Sunny,0.042814594192107217,0.33962264150943255,0.0,0.041237113402061855,0.0,0.751953125,0.3125,0.5625,0.07251631617113853,0.39999999999999997,05:09 AM,06:30 PM,2024,5
Serbia,Belgrade,0.743086041119597,0.11312662601160178,0.3861788617886184,Sunny,0.13924050632911392,0.38679245283018737,0.0,0.5463917525773196,0.0,0.37109375,0.3125,0.3125,0.1617113850616389,0.0,05:08 AM,08:01 PM,2024,5
Singapore,Singapore,0.016276785535309802,0.6031852931860161,0.528455284552841,Partly cloudy,0.001489203276247207,0.33018867924528195,0.06290438533429189,0.8865979381443301,0.75,0.5546875,0.3125,0.375,0.060551124002900664,0.0,06:56 AM,07:06 PM,2024,5
Slovakia,Bratislava,0.7990458436065508,0.0934396547316607,0.3455284552845548,Partly cloudy,0.08302308265078183,0.38679245283018737,0.0,0.5360824742268042,0.25,0.33203125,0.3125,0.25,0.12073966642494564,0.0,05:11 AM,08:26 PM,2024,5
Slovenia,Ljubljana,0.7641336086221528,0.07810144725684093,0.32520325203251943,Partly cloudy,0.04951600893521965,0.34905660377358494,0.0021567217828900075,0.8144329896907219,0.75,0.3125,0.3125,0.1875,0.07432922407541699,0.0,05:28 AM,08:29 PM,2024,5
Somalia,Mogadishu,0.02930623208451099,0.2594566513460893,0.6097560975609788,Partly cloudy,0.06850335070737155,0.35849056603773555,0.0,0.8865979381443301,0.25,0.693359375,0.3125,0.4375,0.11058738216098625,0.0,05:49 AM,06:01 PM,2024,5
South Korea,Seoul,0.6223130942596936,0.7391723127137285,0.3861788617886184,Sunny,0.042814594192107217,0.32075471698113134,0.0,0.3298969072164949,0.0,0.37109375,0.3125,0.3125,0.0681653372008702,0.19999999999999996,05:22 AM,07:36 PM,2024,5
Sudan,Juba,0.19768677210495722,0.13651592323374076,0.6158536585365901,Sunny,0.10982874162323157,0.37735849056603676,0.0,0.07216494845360825,0.06,0.546875,0.3125,0.5,0.12509064539521395,0.19999999999999996,05:58 AM,06:39 PM,2024,5
Sri Lanka,Colombo,0.11048970673722613,0.46208553783336354,0.528455284552841,Moderate or heavy rain with thunder,0.00930752047654505,0.32075471698113134,0.03630481667864846,0.9381443298969074,0.5,0.576171875,0.28125,0.375,0.06526468455402468,0.0,05:54 AM,06:20 PM,2024,5
Sudan,Khartoum,0.25514997227066505,0.18399972261938974,0.6605691056910565,Sunny,0.08041697691734923,0.35849056603773555,0.0,0.07216494845360825,0.03,0.591796875,0.3125,0.5,0.09209572153734592,0.19999999999999996,05:20 AM,06:12 PM,2024,5
Sweden,Stockholm,0.9858012441451013,0.09890499302728614,0.4065040650406502,Sunny,0.02829486224869694,0.4716981132075464,0.0,0.38144329896907225,0.0,0.390625,0.3125,0.3125,0.03589557650471357,0.0,04:12 AM,09:18 PM,2024,5
Switzerland,Bern,0.7784994086635798,0.036729424029740845,0.2845528455284594,Partly cloudy,0.0,0.3018867924528301,0.004672897196261683,0.8144329896907219,0.75,0.283203125,0.3125,0.1875,0.005076142131979695,0.0,05:54 AM,09:00 PM,2024,5
Syria,Damascus,0.5543261103427078,0.2061549111941294,0.4878048780487809,Sunny,0.0,0.4245283018867916,0.0,0.288659793814433,0.0,0.466796875,0.3125,0.375,0.027556200145032635,0.0,05:34 AM,07:30 PM,2024,5
Tajikistan,Dushanbe,0.6388504687259875,0.396971614913439,0.5894308943089399,Partly cloudy,0.0,0.40566037735849036,0.0017972681524083397,0.3505154639175258,0.25,0.57421875,0.1875,0.375,0.006526468455402468,0.0,05:12 AM,07:31 PM,2024,5
Thailand,Bangkok,0.2244138419494725,0.5835570889845225,0.6300813008130071,Partly cloudy,0.042814594192107217,0.31132075471698073,0.003953989935298347,0.7422680412371135,0.25,0.638671875,0.3125,0.5,0.05293691080493111,0.6,05:51 AM,06:37 PM,2024,5
Bulgaria,Lom,0.7265486666533032,0.12940510674158293,0.3861788617886184,Sunny,0.0979151154132539,0.4433962264150928,0.0,0.41237113402061865,0.0,0.37109375,0.3125,0.25,0.12146482958665704,0.0,06:00 AM,08:47 PM,2024,5
Tunisia,Tunis,0.6094506918970206,0.052655302289036476,0.4878048780487809,Partly cloudy,0.057706626954579315,0.32075471698113134,0.0,0.5567010309278352,0.25,0.4921875,0.3125,0.375,0.08230601885424223,0.0,05:11 AM,07:21 PM,2024,5
Turkey,Ankara,0.6617355222803536,0.18593903620816005,0.32520325203251943,Partly cloudy,0.034996276991809384,0.4339622641509422,0.0007189072609633358,0.4329896907216496,0.75,0.3125,0.3125,0.25,0.07251631617113853,0.0,05:33 AM,07:58 PM,2024,5
Turkmenistan,Ashgabat,0.628660773347766,0.33591262040639785,0.4674796747967527,Partly cloudy,0.011913626209977664,0.396226415094338,0.0007189072609633358,0.6804123711340208,0.75,0.486328125,0.3125,0.3125,0.03770848440899203,0.0,05:55 AM,08:11 PM,2024,5
Uganda,Kampala,7.349944207241717e-05,0.18423479093318007,0.5223577235772403,Patchy rain nearby,0.0,0.38679245283018737,0.0007189072609633358,0.5876288659793816,0.77,0.525390625,0.3125,0.375,0.0018129079042784602,0.0,06:42 AM,06:50 PM,2024,5
Ukraine,Kyiv,0.8371319181349851,0.17218753985142507,0.2804878048780495,Patchy rain nearby,0.034996276991809384,0.5,0.008986340762041698,0.5154639175257733,0.72,0.25,0.28125,0.1875,0.04350978970268311,0.0,05:09 AM,08:41 PM,2024,5
United Arab Emirates,Abu Dhabi,0.4034852099077248,0.3123470219489161,0.7926829268292686,Sunny,0.02829486224869694,0.33018867924528195,0.0,0.16494845360824745,0.0,0.9765625,0.3125,0.5,0.11022480058013055,0.19999999999999996,05:39 AM,07:00 PM,2024,5
