Country,Year,Population,Gini_Index,Avg_Income,Top10_Share,Bottom10_Share,Income Group
United States,2022,98758611,0.3524372211442452,8918.425828623669,25.20546634462489,3.5735286181723054,Low Income
United States,2023,253261013,0.4544121296559476,58864.345034106,55.169908044375966,1.082057139398818,Lower Middle Income
India,2000,43431525,0.2932446424167425,28036.1058196862,40.38898746401432,4.784529082713614,Upper Middle Income
India,2001,107388316,0.6293143270533464,3073.3782519960982,37.7192970655944,1.944926675463912,Low Income
India,2002,68695029,0.3521773589681045,48126.49719220786,52.26064478292697,4.4358959649782825,Low Income
India,2003,223780861,0.3209586429972125,22025.16648229405,46.38807259394376,4.114987241816552,Upper Middle Income
India,2004,44849021,0.226336488483158,29734.99785450689,26.029489963019397,1.8610025380481416,Low Income
India,2005,79830236,0.6160213361875634,61976.6258098783,52.72503416754453,2.358824077145302,Upper Middle Income
India,2006,258667151,0.2691696490283201,48478.23100524126,20.68087047254652,3.662832218326225,Upper Middle Income
India,2007,334195724,0.2099147919073524,9404.80316480118,47.4335546443094,1.8554062640490527,Low Income
India,2008,193910247,0.3179914163096808,22372.85148165633,48.20771981385575,1.2111465400292616,High Income
India,2009,311089564,0.4576042188232583,24083.46882292668,48.13169579876438,4.362971713106705,Lower Middle Income
India,2010,37209823,0.4212682003650029,53157.15386192226,43.27380529401025,4.079597997782429,High Income
India,2011,244260718,0.5008682197749921,5207.7685443439,25.41568189220433,3.689136429374984,Low Income
India,2012,288327384,0.6285803281116806,6934.132721020367,44.05692771344802,3.1268286221140627,Upper Middle Income
India,2013,59909873,0.4652578672610568,1833.4319735857923,38.49213049439794,1.437148353644322,Low Income
India,2014,222608132,0.2653490996837278,21317.311154462328,48.01101431585283,2.1494742863354683,High Income
India,2015,5938668,0.2867707797577425,10797.627054340035,59.55942173361932,1.865265363546268,Lower Middle Income
India,2016,238406949,0.2122005565567253,55753.544562954936,39.20510819377382,2.6565686506489943,Lower Middle Income
India,2017,127635927,0.332418583912355,63876.61441872696,55.16691766515291,4.727352784279034,Low Income
India,2018,185591199,0.36175420466561,69106.96568172026,38.69678482728503,2.11783905171742,High Income
India,2019,191752879,0.2023972907944161,38893.378363792894,44.56897770603764,4.075205505322551,High Income
India,2020,178534033,0.5762765468161071,50662.783297376816,38.41522948048612,1.7547504089992612,Upper Middle Income
India,2021,188608292,0.5047153230158506,39024.09714229444,58.51246212342466,3.454091787835248,Low Income
India,2022,170965875,0.5230447880732216,67030.93034497915,24.02190893170232,2.353912053113826,Upper Middle Income
India,2023,225998047,0.6205491347778558,62898.34019090723,43.86277078858468,4.175110926532832,Upper Middle Income
United Kingdom,2000,234316070,0.552367516493047,46250.47356693295,45.39164569334064,1.8852568753718224,High Income
United Kingdom,2001,59439660,0.587799740486211,3554.7173450143296,27.357418546550758,4.399101718088373,Lower Middle Income
United Kingdom,2002,211903037,0.2933194340707682,26783.562975365126,37.00322728397824,2.85270919142025,Lower Middle Income
United Kingdom,2003,168131654,0.5986888300280194,16515.09708658851,54.37658751820721,2.8538383622577235,High Income
United Kingdom,2004,21591036,0.5582926811219155,54316.8309909039,46.112579295020375,3.0285864540494223,Low Income
United Kingdom,2005,290405107,0.3777694944201596,20575.80503057198,41.5954701561126,2.702029476949475,Lower Middle Income
United Kingdom,2006,146455983,0.5538658335711967,31650.802373518705,26.261066791577665,1.6383354323469486,Lower Middle Income
United Kingdom,2007,17231386,0.399103276266023,61479.68300711906,21.8353820889053,4.715685018322638,High Income
United Kingdom,2008,112658782,0.4001962124066381,15270.348666543014,28.855627661650416,2.4945982842310737,Upper Middle Income
United Kingdom,2009,342125069,0.5306295962613715,16857.42577908099,31.332370076852165,3.810189192149093,Lower Middle Income
United Kingdom,2010,333752394,0.5416457807988988,64999.164262539496,24.20757787610332,4.382258143335265,Lower Middle Income
United Kingdom,2011,272951834,0.566183550734683,36393.70837039264,25.36594129895039,4.401720394340448,High Income
United Kingdom,2012,120930649,0.442128071951573,30233.585481119742,35.39326017474126,1.708386305735,Lower Middle Income
United Kingdom,2013,231396548,0.2155593565538485,30976.14752104922,45.33966906082066,3.166483849217807,Lower Middle Income
United Kingdom,2014,161938266,0.5655144838727177,66039.0437344744,23.944040250121155,3.75250758285916,Upper Middle Income
United Kingdom,2015,292129624,0.5234857583643041,46549.63099112634,23.64116189434865,2.360388565999889,Upper Middle Income
United Kingdom,2016,67370335,0.5898193848037352,68949.25982213383,25.98552155834197,4.986442618589146,Low Income
United Kingdom,2017,219319827,0.3534083368429673,44309.85879973496,58.78101066609937,3.548178279954515,Upper Middle Income
United Kingdom,2018,272987745,0.2766817101303849,35127.17914244116,20.63326917744956,1.632064906239949,High Income
United Kingdom,2019,75202781,0.5469486056822399,17772.90977053728,56.932751221393765,3.447543648909262,High Income
United Kingdom,2020,266961456,0.3383342624809038,59303.08928534629,49.65416756650505,1.892275518526688,High Income
United Kingdom,2021,153164732,0.4302311198014903,22259.108398575136,30.22571280464588,1.0226577619694357,Upper Middle Income
United Kingdom,2022,192640036,0.4127669006508827,29929.39779952685,56.72144187378552,2.45917294540509,High Income
United Kingdom,2023,346569070,0.298397052202306,13593.318246298088,42.33017145286901,4.151705391755348,Upper Middle Income
