country,year,month,temperature_celsius,humidity,precip_mm,wind_kph,uv_index
Algeria,2025,3,17.616129032258065,60.96774193548387,1.2999999999999998,15.070967741935483,2.1774193548387095
Algeria,2025,4,19.7,59.13333333333333,2.0,11.743333333333334,2.9166666666666665
Algeria,2025,5,22.274193548387096,60.29032258064516,2.87,11.958064516129031,3.174193548387097
Algeria,2025,6,28.503333333333334,55.1,0.0,10.463333333333333,4.02
Algeria,2025,7,29.34193548387097,55.806451612903224,0.13,12.261290322580644,3.2
Algeria,2025,8,27.712903225806453,55.225806451612904,0.0,9.725806451612904,2.2548387096774194
Algeria,2025,9,24.243333333333332,69.26666666666667,0.18,9.053333333333335,1.2266666666666666
Algeria,2025,10,19.029032258064515,73.54838709677419,0.15,8.438709677419356,0.43870967741935485
Algeria,2025,11,12.66,76.03333333333333,3.57,12.52,0.08666666666666667
Algeria,2025,12,9.606451612903227,84.58064516129032,2.14,11.387096774193548,0.0
Algeria,2026,1,10.163333333333332,80.86666666666666,6.56,18.183333333333334,0.0
Algeria,2026,2,12.742857142857144,68.14285714285714,0.11,17.585714285714285,0.0
Andorra,2024,5,12.423529411764704,60.88235294117647,5.9799999999999995,9.876470588235295,3.176470588235294
Andorra,2024,6,17.459999999999997,53.2,5.41,10.673333333333334,4.266666666666667
Andorra,2024,7,24.010344827586206,37.44827586206897,3.19,13.072413793103449,6.0
Andorra,2024,8,23.416129032258063,42.16129032258065,4.03,9.180645161290323,5.516129032258065
Andorra,2024,9,14.58,55.03333333333333,9.33,9.94,3.9
Andorra,2024,10,11.593548387096773,67.0,1.1400000000000001,8.580645161290322,1.7645161290322582
Andorra,2024,11,6.1433333333333335,74.63333333333334,2.6100000000000003,6.846666666666667,0.6566666666666666
Andorra,2024,12,2.9645161290322584,69.38709677419355,2.17,8.319354838709677,0.9806451612903226
Andorra,2025,1,2.035483870967742,66.48387096774194,3.73,8.025806451612903,0.9580645161290322
Andorra,2025,2,4.128571428571428,67.60714285714286,1.4,6.710714285714286,1.5392857142857144
Andorra,2025,3,1.1806451612903226,82.51612903225806,6.43,9.516129032258064,1.9516129032258065
Andorra,2025,4,7.21,63.7,5.97,8.566666666666666,2.7866666666666666
Andorra,2025,5,11.038709677419355,54.87096774193548,4.07,7.558064516129032,3.512903225806452
Andorra,2025,6,21.09333333333333,43.03333333333333,1.3800000000000001,8.026666666666667,4.416666666666667
Andorra,2025,7,19.07741935483871,50.41935483870968,2.67,7.658064516129032,3.629032258064516
Andorra,2025,8,20.793548387096774,44.96774193548387,2.02,6.296774193548386,2.174193548387097
Andorra,2025,9,13.860000000000001,62.833333333333336,1.09,7.056666666666667,1.0633333333333332
Andorra,2025,10,9.35483870967742,63.806451612903224,0.81,5.861290322580645,0.3290322580645161
Andorra,2025,11,-0.36666666666666664,79.2,4.47,8.773333333333333,0.05333333333333334
Andorra,2025,12,-2.8677419354838714,80.87096774193549,3.54,6.767741935483871,0.0
Andorra,2026,1,-5.51,86.76666666666667,5.41,8.316666666666666,0.0
Andorra,2026,2,-3.7,95.14285714285714,0.11,6.628571428571428,0.0
Angola,2024,5,29.08823529411765,69.76470588235294,0.0,19.594117647058823,8.0
Angola,2024,6,26.55,68.33333333333333,0.0,19.243333333333332,7.566666666666666
Angola,2024,7,24.475862068965515,67.0,0.0,15.827586206896552,7.0344827586206895
Angola,2024,8,24.458064516129035,67.83870967741936,0.0,14.687096774193549,7.0
Angola,2024,9,25.956666666666667,68.03333333333333,0.02,12.473333333333333,6.966666666666667
Angola,2024,10,26.251612903225805,73.58064516129032,0.27,9.348387096774195,5.906451612903226
Angola,2024,11,27.296666666666667,76.1,0.8600000000000001,7.6033333333333335,5.28
Angola,2024,12,27.758064516129032,76.96774193548387,5.73,9.529032258064515,6.554838709677419
Angola,2025,1,29.38064516129032,67.19354838709677,1.72,8.135483870967741,8.587096774193547
Angola,2025,2,29.264285714285712,69.75,1.78,8.407142857142857,8.982142857142858
Angola,2025,3,29.548387096774192,69.41935483870968,0.2,6.077419354838709,7.445161290322581
Angola,2025,4,28.626666666666665,73.93333333333334,3.0900000000000003,7.923333333333333,5.533333333333333
Angola,2025,5,27.861290322580647,76.7741935483871,1.29,7.583870967741936,4.416129032258064
Angola,2025,6,25.203333333333333,75.26666666666667,0.01,6.116666666666666,3.2800000000000002
Angola,2025,7,22.293548387096774,74.80645161290323,0.0,6.880645161290323,2.1806451612903226
Angola,2025,8,21.019354838709678,79.38709677419355,0.030000000000000002,6.038709677419354,1.6741935483870967
Angola,2025,9,22.696666666666665,79.53333333333333,0.09,4.873333333333333,1.51
Angola,2025,10,24.612903225806452,79.70967741935483,0.6000000000000001,7.416129032258064,1.6451612903225807
Angola,2025,11,26.14,78.26666666666667,1.13,7.093333333333333,2.0100000000000002
Angola,2025,12,25.77741935483871,80.41935483870968,0.14,8.54516129032258,1.7870967741935484
Angola,2026,1,26.016666666666666,79.66666666666667,0.05,8.1,1.7066666666666668
Angola,2026,2,25.7,81.0,0.1,9.771428571428572,1.342857142857143
Antigua And Barbuda,2024,5,29.41176470588235,72.82352941176471,1.6600000000000001,16.241176470588233,6.0588235294117645
Antigua And Barbuda,2024,6,29.92758620689655,72.34482758620689,1.22,16.368965517241378,5.482758620689655
Antigua And Barbuda,2024,7,28.675,76.85714285714286,3.0,21.657142857142855,6.107142857142857
Antigua And Barbuda,2024,8,28.774193548387096,76.41935483870968,3.6100000000000003,20.03548387096774,6.064516129032258
Antigua And Barbuda,2024,9,27.709999999999997,81.46666666666667,3.69,15.706666666666667,5.233333333333333
Antigua And Barbuda,2024,10,27.72258064516129,77.0,2.66,19.73548387096774,0.2903225806451613
Antigua And Barbuda,2024,11,26.389655172413793,83.82758620689656,4.36,19.282758620689656,0.0
Antigua And Barbuda,2024,12,25.606451612903225,76.7741935483871,5.29,26.02258064516129,0.0
Antigua And Barbuda,2025,1,24.436666666666667,80.8,2.08,27.83,0.013333333333333334
Antigua And Barbuda,2025,2,24.67142857142857,75.85714285714286,6.09,33.371428571428574,0.0
Antigua And Barbuda,2025,3,24.506451612903227,78.74193548387096,1.8499999999999999,25.55483870967742,0.0
Antigua And Barbuda,2025,4,24.946666666666665,79.46666666666667,1.46,28.60666666666667,0.0
Antigua And Barbuda,2025,5,26.129032258064516,82.19354838709677,1.18,28.225806451612904,0.0
Antigua And Barbuda,2025,6,26.8,76.76666666666667,1.43,31.376666666666665,0.0
Antigua And Barbuda,2025,7,26.81935483870968,79.48387096774194,5.5,29.5258064516129,0.0
Antigua And Barbuda,2025,8,27.62258064516129,79.29032258064517,2.4699999999999998,24.458064516129035,0.0
Antigua And Barbuda,2025,9,27.02,81.53333333333333,5.37,21.663333333333334,0.0
Antigua And Barbuda,2025,10,26.719354838709677,83.09677419354838,10.61,23.345161290322583,0.0
Antigua And Barbuda,2025,11,26.026666666666664,80.23333333333333,2.2800000000000002,26.08,0.04
Antigua And Barbuda,2025,12,25.038709677419355,76.09677419354838,2.64,26.016129032258064,0.0
Antigua And Barbuda,2026,1,24.456666666666667,79.6,4.51,25.423333333333336,0.0
Antigua And Barbuda,2026,2,23.7,82.0,0.1,20.97142857142857,0.0
Argentina,2024,5,11.235294117647058,75.6470588235294,0.02,11.258823529411766,4.176470588235294
Argentina,2024,6,13.55,79.43333333333334,1.35,12.723333333333333,4.9
Argentina,2024,7,6.796428571428572,78.32142857142857,0.0,8.425,3.857142857142857
Argentina,2024,8,9.764516129032257,84.83870967741936,6.359999999999999,12.30967741935484,4.258064516129032
Argentina,2024,9,12.383333333333333,82.06666666666666,0.44,11.506666666666666,3.9
Argentina,2024,10,14.780645161290321,84.38709677419355,0.78,10.006451612903225,0.3870967741935484
Argentina,2024,11,17.709999999999997,83.9,1.6,10.686666666666667,0.29
Argentina,2024,12,17.838709677419356,74.61290322580645,1.6,12.019354838709678,0.5806451612903226
Argentina,2025,1,21.716666666666665,77.33333333333333,0.09,9.993333333333334,0.45666666666666667
Argentina,2025,2,21.567857142857143,81.85714285714286,4.710000000000001,10.032142857142857,0.18571428571428572
Argentina,2025,3,18.551612903225806,88.58064516129032,8.15,8.996774193548386,0.0064516129032258064
Argentina,2025,4,13.693333333333333,87.46666666666667,0.61,8.993333333333334,0.0
Argentina,2025,5,13.296774193548387,89.61290322580645,6.109999999999999,8.69032258064516,0.0
Argentina,2025,6,7.88,81.23333333333333,0.43000000000000005,9.646666666666667,0.0
Argentina,2025,7,8.98709677419355,86.12903225806451,3.61,9.01290322580645,0.0
Argentina,2025,8,10.277419354838708,84.6774193548387,2.4499999999999997,10.509677419354839,0.0
Argentina,2025,9,11.093333333333334,87.5,1.81,9.753333333333334,0.0
Argentina,2025,10,14.990322580645161,80.41935483870968,10.75,10.870967741935484,0.0
Argentina,2025,11,15.816666666666666,83.86666666666666,7.1000000000000005,9.533333333333333,0.0
Argentina,2025,12,20.01290322580645,78.51612903225806,0.14,11.061290322580644,0.0
Argentina,2026,1,20.959999999999997,76.0,0.22,12.576666666666666,0.0
Argentina,2026,2,21.2,76.71428571428571,0.01,9.885714285714286,0.0
Armenia,2024,5,22.823529411764707,33.8235294117647,3.7600000000000002,10.617647058823529,5.0
Armenia,2024,6,31.30666666666667,20.7,3.48,12.54,6.8
Armenia,2024,7,31.858620689655172,29.17241379310345,1.29,10.851724137931035,7.206896551724138
Armenia,2024,8,34.13225806451613,22.193548387096776,0.08,8.174193548387096,8.096774193548388
Armenia,2024,9,27.65666666666667,28.966666666666665,0.76,8.326666666666666,6.6
Armenia,2024,10,18.35483870967742,36.903225806451616,1.7499999999999998,8.383870967741935,3.958064516129032
Armenia,2024,11,10.886666666666667,49.53333333333333,1.26,6.45,2.15
Armenia,2024,12,4.696774193548387,55.74193548387097,1.23,4.941935483870967,1.2935483870967743
Armenia,2025,1,3.3548387096774195,53.67741935483871,0.0,3.903225806451613,1.7258064516129032
Armenia,2025,2,3.5392857142857146,48.17857142857143,1.58,5.667857142857143,2.439285714285714
Armenia,2025,3,14.51290322580645,32.38709677419355,3.54,5.612903225806452,4.658064516129032
Armenia,2025,4,17.06,42.8,1.26,9.94,6.0
Armenia,2025,5,23.58709677419355,34.83870967741935,2.0300000000000002,9.245161290322581,8.503225806451614
Armenia,2025,6,27.43,23.866666666666667,0.33,8.286666666666667,9.9
Armenia,2025,7,31.129032258064516,27.096774193548388,0.13,6.687096774193549,9.838709677419354
Armenia,2025,8,31.019354838709678,28.096774193548388,0.05,8.67741935483871,8.64516129032258
Armenia,2025,9,23.583333333333332,35.53333333333333,0.36,8.68,5.593333333333334
Armenia,2025,10,16.938709677419357,52.74193548387097,0.4,6.303225806451613,2.925806451612903
Armenia,2025,11,8.52,59.43333333333333,0.01,4.166666666666667,1.6333333333333333
Armenia,2025,12,1.7032258064516128,82.38709677419355,0.7000000000000001,3.8806451612903223,0.9064516129032258
Armenia,2026,1,-3.9866666666666664,81.53333333333333,1.0,4.193333333333333,1.1933333333333331
Armenia,2026,2,1.2857142857142858,81.85714285714286,0.27999999999999997,3.957142857142857,1.0285714285714287
Australia,2024,5,3.8666666666666667,92.0,0.22,6.446666666666667,1.0
Australia,2024,6,3.978125,90.5625,0.66,8.64375,1.0
Australia,2024,7,4.403448275862069,89.82758620689656,2.44,10.458620689655174,1.0
Australia,2024,8,7.738709677419355,86.09677419354838,10.23,10.861290322580645,1.0
Australia,2024,9,10.606666666666666,64.03333333333333,0.6,11.486666666666668,1.0
Australia,2024,10,11.23225806451613,70.87096774193549,0.08,11.435483870967742,0.2903225806451613
Australia,2024,11,17.373333333333335,65.1,3.6,12.496666666666666,0.13333333333333333
Australia,2024,12,17.074193548387097,67.70967741935483,2.27,10.125806451612902,0.0
Australia,2025,1,18.970967741935485,73.70967741935483,1.6900000000000002,12.361290322580645,0.03225806451612903
Australia,2025,2,20.724999999999998,67.39285714285714,0.95,10.367857142857144,0.0
Australia,2025,3,19.861290322580647,69.03225806451613,0.54,13.32258064516129,0.0
Australia,2025,4,16.113333333333333,63.233333333333334,1.71,8.95,0.0
Australia,2025,5,11.029032258064515,73.7741935483871,1.36,8.583870967741936,0.04516129032258064
Australia,2025,6,5.676666666666667,79.5,0.49,7.8133333333333335,0.0
Australia,2025,7,7.951612903225806,77.48387096774194,7.330000000000001,12.996774193548386,0.0
Australia,2025,8,10.183870967741935,67.06451612903226,1.02,11.290322580645162,0.0064516129032258064
Australia,2025,9,14.233333333333333,54.3,15.03,14.326666666666666,0.11333333333333333
Australia,2025,10,18.451612903225808,47.516129032258064,1.05,13.509677419354839,0.39354838709677425
Australia,2025,11,21.45,37.833333333333336,0.22999999999999998,16.853333333333335,1.0366666666666666
Australia,2025,12,26.01290322580645,32.54838709677419,13.309999999999999,17.96451612903226,1.4548387096774194
Australia,2026,1,28.470000000000002,36.56666666666667,0.36,20.06,1.3233333333333335
Australia,2026,2,29.900000000000002,20.0,0.0,18.085714285714285,2.1142857142857143
Austria,2024,5,20.647058823529413,60.76470588235294,2.13,16.535294117647055,4.882352941176471
Austria,2024,6,24.936666666666667,53.43333333333333,3.02,17.823333333333334,6.2
Austria,2024,7,28.482142857142858,41.07142857142857,0.68,14.639285714285716,7.178571428571429
Austria,2024,8,29.43548387096774,43.32258064516129,0.48,13.922580645161291,7.354838709677419
Austria,2024,9,20.09333333333333,60.1,12.639999999999999,19.1,5.3
Austria,2024,10,13.583870967741934,73.48387096774194,0.6799999999999999,12.948387096774193,2.009677419354839
Austria,2024,11,5.87,72.63333333333334,0.9,12.106666666666666,0.62
Austria,2024,12,4.377419354838709,73.41935483870968,1.17,12.248387096774193,0.5935483870967742
Austria,2025,1,3.351612903225807,76.70967741935483,1.02,12.73225806451613,0.7193548387096774
Austria,2025,2,2.6392857142857147,64.53571428571429,0.11,12.971428571428572,1.1535714285714285
Austria,2025,3,9.125806451612902,64.03225806451613,2.04,11.016129032258064,1.7161290322580647
Austria,2025,4,13.806666666666667,61.7,2.17,15.139999999999999,2.89
Austria,2025,5,14.906451612903227,62.806451612903224,3.12,12.019354838709678,3.141935483870968
Austria,2025,6,22.98,55.2,4.359999999999999,12.139999999999999,4.739999999999999
Austria,2025,7,22.529032258064515,60.645161290322584,4.33,13.393548387096773,3.9387096774193546
Austria,2025,8,21.4741935483871,59.96774193548387,0.8200000000000001,11.36774193548387,3.1516129032258067
Austria,2025,9,16.77,75.43333333333334,1.1400000000000001,11.826666666666666,1.3666666666666667
Austria,2025,10,10.187096774193549,76.87096774193549,0.89,13.306451612903226,0.3838709677419355
Austria,2025,11,4.0,86.9,3.43,10.283333333333333,0.11000000000000001
Austria,2025,12,1.5419354838709676,93.51612903225806,2.1900000000000004,8.603225806451613,0.0
Austria,2026,1,-2.03,83.23333333333333,1.24,11.020000000000001,0.010000000000000002
Austria,2026,2,0.6857142857142856,91.14285714285714,0.17,11.114285714285714,0.042857142857142864
Azerbaijan,2024,5,20.88235294117647,51.705882352941174,0.2,21.28235294117647,5.352941176470588
Azerbaijan,2024,6,28.766666666666666,47.13333333333333,0.07,21.84333333333333,6.966666666666667
Azerbaijan,2024,7,30.5,46.06896551724138,0.35000000000000003,24.28965517241379,7.172413793103448
Azerbaijan,2024,8,30.61935483870968,44.41935483870968,0.12,22.809677419354838,7.387096774193548
Azerbaijan,2024,9,26.855172413793102,45.793103448275865,0.0,23.379310344827587,6.448275862068965
Azerbaijan,2024,10,19.04516129032258,66.7741935483871,2.26,21.4,3.1193548387096777
Azerbaijan,2024,11,13.28,71.26666666666667,1.2,24.066666666666666,1.6900000000000002
Azerbaijan,2024,12,9.48709677419355,72.16129032258064,1.17,21.80322580645161,0.7838709677419355
Azerbaijan,2025,1,9.3,72.03225806451613,0.07,22.406451612903226,1.2967741935483872
Azerbaijan,2025,2,5.121428571428572,74.10714285714286,0.46,27.00357142857143,1.4607142857142856
Azerbaijan,2025,3,13.061290322580646,60.38709677419355,0.1,26.845161290322583,3.958064516129032
Azerbaijan,2025,4,17.003333333333334,60.5,3.29,24.59,5.5600000000000005
Azerbaijan,2025,5,23.048387096774192,52.516129032258064,0.0,24.593548387096774,7.948387096774193
Azerbaijan,2025,6,26.543333333333333,50.766666666666666,0.0,25.483333333333334,8.986666666666668
Azerbaijan,2025,7,31.383870967741935,46.16129032258065,0.0,22.903225806451612,9.125806451612902
Azerbaijan,2025,8,31.69677419354839,44.67741935483871,0.54,20.43548387096774,8.116129032258064
Azerbaijan,2025,9,24.37666666666667,58.0,1.4400000000000002,23.290000000000003,4.496666666666667
Azerbaijan,2025,10,20.46451612903226,64.87096774193549,0.5700000000000001,20.496774193548386,2.8225806451612905
Azerbaijan,2025,11,16.323333333333334,72.06666666666666,0.41000000000000003,17.790000000000003,1.5133333333333332
Azerbaijan,2025,12,9.925806451612903,74.61290322580645,6.07,23.41290322580645,0.6483870967741936
Azerbaijan,2026,1,6.546666666666667,76.83333333333333,0.82,27.529999999999998,0.87
Azerbaijan,2026,2,6.0,82.57142857142857,0.14,26.785714285714285,0.9857142857142858
Bahamas,2024,5,28.764705882352942,73.6470588235294,0.5499999999999999,13.829411764705881,6.352941176470588
Bahamas,2024,6,28.548275862068966,78.48275862068965,4.75,16.713793103448275,6.379310344827586
Bahamas,2024,7,29.0,77.17857142857143,1.72,14.735714285714286,6.464285714285714
Bahamas,2024,8,28.42258064516129,78.90322580645162,6.1899999999999995,16.5258064516129,6.32258064516129
Bahamas,2024,9,27.62,85.16666666666667,1.35,13.253333333333334,4.066666666666666
Bahamas,2024,10,26.803333333333335,77.53333333333333,0.27,26.923333333333336,0.3
Bahamas,2024,11,24.555172413793105,76.20689655172414,4.65,24.848275862068967,0.0
Bahamas,2024,12,22.64516129032258,79.09677419354838,0.0,26.758064516129032,0.0
Bahamas,2025,1,20.19,79.7,0.0,20.64,0.0
Bahamas,2025,2,20.900000000000002,87.21428571428571,0.0,21.557142857142857,0.0
Bahamas,2025,3,20.08709677419355,82.2258064516129,1.56,23.635483870967743,0.0
Bahamas,2025,4,23.026666666666664,74.03333333333333,0.0,24.40666666666667,0.0
Bahamas,2025,5,25.266666666666666,81.96666666666667,0.0,22.363333333333333,0.0
Bahamas,2025,6,27.003333333333334,80.26666666666667,0.0,22.836666666666666,0.0
Bahamas,2025,7,27.03548387096774,83.2258064516129,0.0,20.793548387096774,0.0
Bahamas,2025,8,27.90967741935484,82.03225806451613,4.04,18.43548387096774,0.0
Bahamas,2025,9,26.683333333333334,88.7,10.85,17.959999999999997,0.0
Bahamas,2025,10,25.94516129032258,83.7741935483871,0.0,22.538709677419355,0.0
Bahamas,2025,11,22.833333333333332,80.93333333333334,7.92,21.033333333333335,0.0
Bahamas,2025,12,22.45483870967742,82.70967741935483,0.060000000000000005,20.541935483870965,0.0
Bahamas,2026,1,21.016666666666666,80.5,0.7100000000000001,21.223333333333336,0.0
Bahamas,2026,2,15.271428571428572,65.42857142857143,0.0,35.02857142857143,0.0
Bahrain,2024,5,34.411764705882355,39.1764705882353,0.0,22.417647058823526,7.470588235294118
Bahrain,2024,6,36.983333333333334,44.36666666666667,0.0,18.616666666666667,8.4
Bahrain,2024,7,37.88965517241379,44.6551724137931,0.0,24.313793103448276,8.551724137931034
Bahrain,2024,8,36.94193548387097,56.225806451612904,0.0,20.77741935483871,8.580645161290322
Bahrain,2024,9,37.18,45.13333333333333,0.0,17.376666666666665,8.066666666666666
Bahrain,2024,10,31.067741935483873,54.67741935483871,0.0,16.703225806451613,6.951612903225806
Bahrain,2024,11,27.14,59.1,0.0,19.973333333333336,4.95
Bahrain,2024,12,21.283870967741933,56.32258064516129,0.0,18.606451612903225,3.2580645161290325
Bahrain,2025,1,20.125806451612902,52.225806451612904,0.01,20.17096774193548,3.7580645161290325
Bahrain,2025,2,19.853571428571428,55.714285714285715,0.14,22.40357142857143,4.225
Bahrain,2025,3,24.06451612903226,47.74193548387097,0.04,20.13225806451613,7.122580645161291
Bahrain,2025,4,31.94,32.1,0.0,17.90666666666667,9.453333333333335
Bahrain,2025,5,36.099999999999994,29.258064516129032,0.0,20.83225806451613,10.399999999999999
Bahrain,2025,6,37.75,31.233333333333334,0.0,22.77,11.036666666666667
Bahrain,2025,7,38.97096774193548,34.74193548387097,0.0,21.683870967741935,10.525806451612903
Bahrain,2025,8,39.141935483870974,44.87096774193548,0.0,12.735483870967743,9.806451612903226
Bahrain,2025,9,36.593333333333334,45.56666666666667,0.0,16.996666666666666,8.246666666666666
Bahrain,2025,10,31.52258064516129,52.516129032258064,0.0,15.887096774193548,5.970967741935484
Bahrain,2025,11,26.396666666666665,57.7,0.0,16.78666666666667,4.263333333333334
Bahrain,2025,12,22.370967741935484,63.74193548387097,0.88,15.887096774193548,2.97741935483871
Bahrain,2026,1,18.206666666666667,62.6,0.05,22.48,3.4233333333333333
Bahrain,2026,2,20.657142857142855,63.57142857142857,0.0,17.428571428571427,3.414285714285714
Bangladesh,2024,5,31.605882352941173,62.294117647058826,13.23,19.48235294117647,1.4705882352941178
Bangladesh,2024,6,30.12,74.46666666666667,14.08,22.28666666666667,1.1666666666666667
Bangladesh,2024,7,30.185714285714287,74.57142857142857,10.27,19.567857142857143,4.892857142857143
Bangladesh,2024,8,28.961290322580645,78.61290322580645,18.61,17.838709677419356,6.516129032258065
Bangladesh,2024,9,31.196666666666665,67.7,19.69,13.35,7.1
Bangladesh,2024,10,31.151612903225807,58.225806451612904,9.39,10.519354838709678,3.3677419354838714
Bangladesh,2024,11,29.983333333333334,37.46666666666667,0.0,9.26,2.8066666666666666
Bangladesh,2024,12,26.451612903225808,28.774193548387096,0.0,11.241935483870968,0.5064516129032258
Bangladesh,2025,1,26.94193548387097,27.516129032258064,0.0,11.051612903225807,0.8483870967741935
Bangladesh,2025,2,30.34642857142857,21.607142857142858,0.0,13.842857142857143,0.9071428571428573
Bangladesh,2025,3,35.74516129032258,17.516129032258064,0.0,15.351612903225806,3.0161290322580645
Bangladesh,2025,4,37.36,26.733333333333334,1.68,11.636666666666667,3.19
Bangladesh,2025,5,34.858064516129026,45.12903225806452,31.460000000000004,13.729032258064517,3.4387096774193546
Bangladesh,2025,6,33.217241379310344,59.03448275862069,7.05,17.93103448275862,5.1689655172413795
Bangladesh,2025,7,31.55806451612903,67.25806451612904,22.2,18.780645161290323,5.270967741935484
Bangladesh,2025,8,31.80322580645161,63.54838709677419,17.95,16.051612903225806,5.964516129032258
Bangladesh,2025,9,32.82666666666667,58.93333333333333,9.35,10.783333333333333,6.183333333333334
Bangladesh,2025,10,32.24193548387097,52.645161290322584,14.68,10.100000000000001,5.861290322580645
Bangladesh,2025,11,29.123333333333335,41.266666666666666,0.04,11.04,5.13
Bangladesh,2025,12,26.125806451612902,34.12903225806452,0.0,8.312903225806451,4.709677419354839
Bangladesh,2026,1,25.836666666666666,29.766666666666666,0.0,10.389999999999999,5.196666666666667
